21.533203 -75.37339 0 0
43.066406 -61.623562 0 0
64.599609 -57.583122 0 0
86.132813 -62.937057 0 0
107.666016 -64.530319 0 0
129.199219 -63.512985 0 0
150.732422 -65.370689 0 0
172.265625 -67.387932 0 0
193.798828 -68.500374 0 0
215.332031 -74.560371 0 0
236.865234 -70.849991 0 0
258.398438 -69.950378 0 0
279.931641 -73.062477 0 0
301.464844 -74.455475 0 0
322.998047 -71.061569 0 0
344.53125 -64.682327 0 0
366.064453 -54.943829 0 0
387.597656 -51.936172 0 0
409.130859 -56.935051 0 0
430.664063 -63.75526 0 0
452.197266 -65.555016 0 0
473.730469 -72.190796 0 0
495.263672 -73.627792 0 0
516.796875 -70.414299 0 0
538.330078 -66.623047 0 0
559.863281 -66.398849 0 0
581.396484 -67.745575 0 0
602.929688 -65.765762 0 0
624.462891 -66.409058 0 0
645.996094 -66.011124 0 0
667.529297 -65.449036 0 0
689.0625 -64.171341 0 0
710.595703 -62.656479 0 0
732.128906 -59.673683 0 0
753.662109 -59.390003 0 0
775.195313 -62.414364 0 0
796.728516 -61.219364 0 0
818.261719 -62.609112 0 0
839.794922 -62.81131 0 0
861.328125 -62.817379 0 0
882.861328 -62.059364 0 0
904.394531 -62.453049 0 0
925.927734 -63.112984 0 0
947.460938 -63.542603 0 0
968.994141 -62.59753 0 0
990.527344 -61.102207 0 0
1012.060547 -60.542164 0 0
1033.59375 -61.028427 0 0
1055.126953 -62.350586 0 0
1076.660156 -63.953297 0 0
1098.193359 -63.634861 0 0
1119.726563 -63.551491 0 0
1141.259766 -63.247833 0 0
1162.792969 -64.856964 0 0
1184.326172 -65.31871 0 0
1205.859375 -65.021652 0 0
1227.392578 -64.353333 0 0
1248.925781 -62.316864 0 0
1270.458984 -63.275528 0 0
1291.992188 -63.329315 0 0
1313.525391 -63.298779 0 0
1335.058594 -65.538643 0 0
1356.591797 -67.426422 0 0
1378.125 -68.911903 0 0
1399.658203 -67.927643 0 0
1421.191406 -66.565948 0 0
1442.724609 -67.510872 0 0
1464.257813 -68.18502 0 0
1485.791016 -68.844536 0 0
1507.324219 -69.227646 0 0
1528.857422 -69.327293 0 0
